address,booth_number,brands,category,country,description,email,exhibitor_name,exhibitor_url,facebook,fax,hall_location,instagram,linkedin,manufacturers,phone,show_date,show_name,show_website,twitter,website
"DALLAS,, TX, United States",3241,LAMOSA USA,"Tile, Tile - Ceramic (Glazed), Tile - Floor, Tile - Porcelain, Tile - Wall",, ,,Lamosa,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=180&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378394,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.lamosausa.com
"Charlotte,, NC, United States",1844,"Lea Ceramiche, Lea North America LLC.","Tile, Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Decorative, Tile - Floor, Tile - Porcelain, Tile - Wall",,,,Lea Ceramiche,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=183&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381292,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.leausa.us
"Bethany,, CT, United States",3419,"LATICRETE®, SPECTRALOCK®, HYDRO BAN®, PERMACOLOR®, STONETECH®, BULLETPROOF®, SPARTACOTE®, NXT®, LATAPOXY®, SUPERCAP®","Allied Products - Adhesives, Allied Products - Cleaning Products, Allied Products - Coatings, Allied Products - Grout, Allied Products - Mortars, Allied Products - Shower Pans, Allied Products - Underlayment, Allied Products - Waterproofing, Miscellaneous - Floor Heating Systems",,Globally Proven Construction Solutions,,"LATICRETE International, Inc.",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=182&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380460,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.laticrete.com
"MORBI,, Gujarat, India",1721,"KERAMIKA INDIANA,
MOSAICS,
PORCELAIN MOSAICS
","Stone - Mosaic, Tile - Artisan, Tile - Brick, Tile - Ceramic (Glazed), Tile - Decorative, Tile - Hand Painted, Tile - Metallic, Tile - Mosaic, Tile - Swimming Pool, Tile - Trims",,100% Made in India porcelain mosaic tiles by Keramika.,,KERAMIKA INDIANA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=173&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381836,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://mosaictileindia.com
"Cuenca,, Azuay, Ecuador",2519,Keramikos -  Ceramica Rialto -  Ecuaceramica -  Hypoo  -  Passarella,"Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Porcelain",,"Keramikos Company is located in Cuenca - Ecuador – South America and is constituted by the following factories and brands. “Ceramicas Rialto” , “Ecuaceramica” and ”Italpisos” specialist in red body ceramic tile for floor and wall and glazed and unglazed porcelain tile in different dimensions , “Passarella” is dedicated to produce listello, trims, bull nose and decorative ceramic , Hypoo is the producer of sanitary wear. Keramikos is the most important producer of ceramic and porcelain tiles in Ecuador and exporting to North, Central and South America. Keramikos has 50 years of experience working with a high technology with European machinery and the most advanced quality control processes which guarantee the high level of our products and international certificates of quality.",,Keramicos,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=172&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378064,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.keramikos.com.ec
"ISTANBUL,, ISTANBUL, Turkey",1436,"KALE
CANAKKALE SERAMIK
KALEBODUR 
EDILCUOGHI EDILGRES
CAMPANI","Tile, Tile - Decorative, Tile - Floor, Tile - Porcelain, Tile - Wall",,,,KALE,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=169&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=377588,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.kale.com.tr/en
"Yatagan,, Mugla, Turkey",428,"Using our sector knowledge and strong supply base, we source and market a noble stone “Grigio Pineta” and ancient heritage “Calacatta Leyne (dolomite)” to elegant consumers.","Stone, Stone - Marble, Stone - Slab, Stone - Steps, Tile - Floor",,Kar Maden - Marbleous!,,Kar Maden,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=170&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381583,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.karmaden.com
"Çekmeköy,, Istanbul, Turkey",4623,,"Stone - Marble, Stone - Mosaic, Stone - Slab, Tile - Glass, Tile - Mosaic",,"The motto of the Company is  "" Commitment to Quality Export""",,KARAMAN NATURAL STONE,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=171&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378911,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.karamannaturalstone.com
"Norco,, CA, United States",5935,,"Tile - Mosaic, Tile - Stone, Stone - Mosaic, Tile - Decorative, Tile - Glass",,Welcome from Jeffrey Court: Designer & Purveyor of Fine Tile,,Jeffrey Court,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=167&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380883,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.jeffreycourt.com
"Rugao,, Jiangsu, China",1430,,"Stone - Mosaic, Stone - Moldings",,Welcome to ITALMOSAICO marble world!,,Italmosaico,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=163&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381412,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.italmosaico.com
"Minsk,, Belarus",2822,Keramin,"Tile - Borders, Tile - Brick, Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Decorative, Tile - Floor, Tile - Glass, Tile - Mosaic, Tile - Porcelain, Tile - Wall",,Keramin - the best ideas and reliable supplies!,,Keramin,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=174&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381842,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://keramin.com
"Sant Joan de Moró,, Castellon, Spain",4433,"ITT Ceramic, Arklam, Creative, 2Dos, Opera, Manhattan Technical Porcelain","Miscellaneous - Wall Coverings, Tile, Tile - Ceramic (Glazed), Tile - Floor, Tile - Porcelain",,Welcome to ITT Ceramic,,ITT Ceramic,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=165&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378829,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://ittceramic.com/
"Baxter Springs,, KS, United States",4709,"STREAMLINE SL-VI Pumps, AUTOLINE & IDE Cutting Nozzles, STREAMLINE PRO Pumps",Equipment & Machinery - Water-jet,,KMT Waterjet for clean cutting in stone industry & much more,,KMT Waterjet Systems Inc.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=176&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381961,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.kmtwaterjet.com
"Istanbul,, Bahcelievler, Turkey",4619,TURKISH STONES,"Stone - Block, Stone - Limestone, Stone - Marble, Stone - Onyx, Stone - Travertine",,Visit Us and Discover Turkish Stones!,,Istanbul Mineral Exporters' Association,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=159&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378908,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.turkishstones.org
"Castel Bolognese,, RA, Italy",5827,La Fabbrica - AVA Extraordinary Size,"Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Porcelain",,You are welcome at our booth number 2155,,La Fabbrica SpA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=178&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381805,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.lafabbrica.it
"Brisbane,, CA, United States",1625,"EasyStore, EasyOrder, All-mode shipping.",,,"Inxeption: online selling, logistics and financial services.",,Inxeption,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=157&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381737,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.inxeption.com/
"CHANGZHOU,, JIANGSU, China",2121,,"Miscellaneous - Cork Flooring, Tile - Floor",,"OUR FACTORY IS PROFESSIONAL VINYL FLOORING MANUFACTURER INCLUDING WPC FLOORING, RIGID CORE, LVT AND LAMINATE FLOORING MANUFACTURER IN CHINA. OUR ANNUAL OUTPUT IS 1.5 MILLION M2. WE HAVE PROFESSIONAL INTERNATIONAL BUSINESS TEAM TO SUPPLY BEST SERVICE.",,"JIANGSU PARKMAN WOODS INDUSTRY CO.,LTD",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=168&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381123,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.pkmwood.com
"Chicago,, IL, United States",5115,"Dal Prete Engineering, IMS - Industrial Machines Solutions, Marmo Elettromeccanica, MD Dario, Nuova Mondial Mec, Omag, Confindustria Marmomacchine","Equipment & Machinery, Equipment & Supplies",,Visit us to see the best & latest technologies & equipment!,,Italian Trade Agency,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=161&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=382095,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.ice.it
"Boca Raton,, FL, United States",5752,,,,,,iTiles LLC,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=164&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379413,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.itilesllc.com/
"Addison,, IL, United States",3233,,,," (IMI’s) team of architects, engineers, and construction professionals offers free support for tile installations and masonry design and construction projects.",,International Masonry Institute (IMI),https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=155&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380884,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.imiweb.org
"Palm City,, FL, United States",2634,Tesoro; Cornerstone; Nautilus Premium Architectural & Design Products; Tile Studio,"Allied Products, Stone, Tile, Tile - Glass, Tile - Swimming Pool",,Quality Products for Life!,,"International Wholesale Tile, LLC",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=156&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381668,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.iwttesoro.com
"Charlotte,, NC, United States",6018,"Join us at Covering''s 2021 as we keep contributing to the strength and power of Industry 4.0 with new machines, software and tools. Visit our booth to learn more.","Equipment & Machinery, Equipment & Machinery - CNC Equipment, Equipment & Machinery - Cutting, Equipment & Machinery - Edging, Equipment & Machinery - Engraving, Equipment & Machinery - Polishing, Equipment & Machinery - Routing, Equipment & Machinery - Saws, Equipment & Machinery - Water-jet, Miscellaneous – Software",,Join us at Coverings 2021! #livetheexperience,,Intermac,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=153&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379665,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.intermac.com
"Moreno Valley,, CA, United States",3723,,"Equipment & Machinery - Cutting, Equipment & Machinery - Diamond Blades & Saws, Equipment & Machinery - Saws, Stone, Tile",,DRY Cut Tile Saws with Integrated Dust Collection,,IQ Power Tools,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=158&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380436,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.iqpowertools.com
"Pavullo,, MO, Italy",1827,,,,,,Infinity | The engineered surface,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=151&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381750,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,www.infinitysurfaces.it
"Miami,, FL, United States",2213,,"Stone, Stone - Granite, Stone - Marble",,Welcome to the Italian Trade Commission Information Center,,Italian Trade Commission,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=162&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=382067,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.italtrade.com
"Ceggia,, VE, Italy",2249,"Impertek Srl
The company’s success is based on its constant and continuous technological products innovation, as well as on its attention to the daily needs of an evolving Market.","Allied Products, Allied Products - Spacers, Allied Products - Waterproofing, Equipment & Machinery - Flooring Equipment, Tile - Roof",,"The right support for the building industry


",,Impertek,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=149&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381239,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.impertek.com
"Fiorano Modenese,, MO, Italy",1633,,,,,,Italcrafts,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=160&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381801,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,www.italcrafts.it
"Belton,, MO, United States",1830,,,,,,Hunt Tool Co.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=145&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381462,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,Hunttoolco.com
"WILMINGTON,, NC, United States",5015,,"Equipment & Machinery, Equipment & Machinery - CNC Equipment",,Welcome to IMS USA!,,IMS USA LLC,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=150&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=382090,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.imsusanc.com
"Alcora,, Castellon, Spain",5335,"Halcón Cerámicas

","Tile - Ceramic (Glazed), Tile - Floor, Tile - Mosaic, Tile - Porcelain, Tile - Trims",,Halcón Cerámicas - live your tiles,,Halcon Ceramicas,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=143&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379234,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.halconceramicas.com
"FIORANO,, MO, Italy",1849,,"Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Decorative, Tile - Floor, Tile - Porcelain",,Touch HH,,HAPPY HOUSE SRL,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=144&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380918,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.happyhouseitalia.com
"Indianapolis,, IN, United States",4511,Gulf Wave Custom Design will display a Patent Pending Fabrication Table that is unlike anything you''ve ever seen!  All of our products are MADE IN THE U.S.A.!,"Equipment & Machinery, Equipment & Machinery - Fabricating, Equipment & Machinery - Flooring Equipment, Miscellaneous - Material Handling Equipment",,American Innovation and Superior Quality Have Joined Forces!,,"Gulf Wave Custom Design, LLC",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=141&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381935,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.gulfwavecustomdesign.com
"WEST PALM BEACH,, FL, United States",146,,,,,,HAIFA ADHESIVES AND SEALERS,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=142&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=377051,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.haifalimestone.com
"Woodstock,, IL, United States",5024,"Fabrication Tables, Transport Racks, Miter Up, Bundle Racks, A-Frames, Transport Carts, Truck Racks, Shop Carts, Fabrication Carts, Drywall Carts, Install Carts, Cut-Out Stands, Spreader Beam","Equipment & Machinery - Fabricating, Equipment & Supplies, Miscellaneous - Material Handling Equipment, Miscellaneous, Stone",,Groves manufactures stone storage & transportation products.,,"Groves, Incorporated",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=139&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379087,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.grovesglassandstone.com
"Casalgrande,, RE, Italy",6028,Serenissima - Cir - Cercom - Cerasarda - Isla Tiles,Tile,,The company is a man who believes in the future,,Gruppo Romani SpA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=140&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379510,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.grupporomanispa.com/
"Amityville,, NY, United States",3426,,"Allied Products - Shower Pans, Miscellaneous - Bath Accessories",,Welcome to Infinity Drain''s virtual booth!,,Infinity Drain,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=152&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381449,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://infinitydrain.com
"Castellon,, Castellon, Spain",5141,"GRESPANIA
COVERLAM
BELLACASA","Tile, Tile - Ceramic (Glazed), Tile - Floor, Tile - Porcelain, Tile - Wall",,Visit us at www.grespania.com,,Grespania,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=138&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379147,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.grespania.com
"Savannah GA,, United States",5446,"Intermatex USA LLC,
Intermatex SL.

","Stone - Mosaic, Tile - Floor, Tile - Glass, Tile - Mosaic, Tile - Porcelain",,Welcome to Intermatex USA,,Intermatex USA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=154&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381138,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.intermatex-usa.com
"Vila-real,, España, Spain",4831,,"Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Floor, Tile - Porcelain, Tile - Wall",,We are pleased to present our new catalogue 2020.,,Geotiles,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=134&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379009,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.geotiles.com
"Atlanta,, GA, United States",1423,JAS Forwarding (USA) Inc.,Miscellaneous - Freight Forwarding,,JAS USA is excited to meet you! Come visit us! Booth# 163!,,JAS Forwarding Inc.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=166&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381729,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.jas.com
"Lurin,, Lima, Peru",2127,,"Stone - Cut-to-Size, Stone - Pavers, Stone - Slab, Stone - Stone Tile, Stone - Travertine",,"Welcome to Gallos Marble, travertine producers from Peru to the world. We market our products in more than 20 countries around the world, maintaining the highest standard of quality and service. Gallos marble is the result of over 140 years of experience in the stone industry.  All of our stones come from our own quarries that are located at more than 3500m.s.n.m. in the Andes of Peru. These quarries are operated by ourselves using the latest technology and with the best local workforce. Our stones have been selected over generations for its architectural features, excellent physical properties and the large size of its reserves. The unique stones that Gallos processes are distinguished by their character and physical endurance.  Four modern plants are responsible for the production of a complete line of products including Tiles, Slabs, Mosaics, Sinks, Molding, Pavers, Cut to size, among others. By working with us you will be sourced with unique and different to other travertines available, products that will distinguish you from the rest, giving you an edge over your competitors. To learn more about our stones and company please visit our website :  ",,Gallos Marmoleria S.A.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=132&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381163,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://gallosmarmol.com.pe
"Morbi,, GJ, India",1027,IBIS is the perfect combination of visionary designs and technological performance.,"Tile, Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Countertop, Tile - Decorative, Tile - Floor, Tile - Mosaic, Tile - Pavers, Tile - Porcelain, Tile - Wall",,Welcome to the world of beautiful porcelain slabs and tiles.,,Ibis Smart Marble Pvt Ltd,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=147&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381437,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.ibissmartmarble.com
"Gravellona Toce,, VB, Italy",4712,"Eura, Tecna, Axia, Sirio, Giga, Brio CNC, Intra CNC, Extesa CNC, Egil CNC, Litox CNC and Zeda CNC
","Equipment & Machinery, Equipment & Machinery - Chamfering, Equipment & Machinery - CNC Equipment, Equipment & Machinery - Cutting, Equipment & Machinery - Cutting & Rolling Machine, Equipment & Machinery - Edging, Equipment & Machinery - Fabricating, Equipment & Machinery - Flooring Equipment",,GMM SPA - From Bridge Saws to Block Cutters.,,GMM SpA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=136&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381898,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.gmm.it/uk/gmm_storia.asp
"Verona,, Italy",2415,"IDEALMARMI --- DOMOS DESIGN 
Marble - Granite - Stone - Travertine - Engineered Stone","Stone - Cut-to-Size, Stone - Marble, Stone - Sills, Stone - Stone Tile, Tile - Stone",,"Come and visit our booth!!

IDEALMARMI & DOMOS Welcome You
",,IDEALMARMI - DOMOS,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=148&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=382100,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.idealmarmi.it
"Kent,, WA, United States",5224,"Mach Waterjet Series
Dynamic XD®
Pivot+™
HyperPressure
Dynamic Waterjet®
UltraPierce™
HyperPressure™
Paser Mach4™
HyperJet®
Hyplex®
Paser®
FlowXpert® 2016
FlowPath™
FlowCut™
FlowNest®","Equipment & Machinery - Cutting, Equipment & Machinery - Water-jet",,See the world's most popular waterjet cutting in booth #5224,,Flow Waterjet,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=128&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379177,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.FlowWaterjet.com
"Pesaro,, Italy",5012,,"Equipment & Machinery - CNC Equipment, Equipment & Machinery - Fabricating, Equipment & Machinery - Polishing, Equipment & Machinery - Profiling, Equipment & Machinery - Routing",," was founded in 1996 in Pesaro, Italy, and from its early days began the manufacturing of suction-cups, tool forks, tool holders and CNC machines accessories for glass and stone processing.",,GNC Meccanica,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=137&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=382087,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.gncmeccanica.com
"NAN'AN,, FUJIAN, China",2024,"DONGXING TERRAZZO,RENATO","Stone - Granite, Stone - Marble, Stone - Quartzite, Stone - Terrazzo",,"Dongxing Group, located in Shuitou Town Nanan city which is known as “China Stone City”, is a modernization enterprise in combining the Mineral Exploring, Product Design, Product R&D, Product Manufacturing with the Integrated Marketing. Dongxing involves in many industries like Stone Manufacturing and International Trading, Artistic Jade Sculpture, Jewelry Ornament, Finance Investment, Real Estate, and has created a cultural and creative industry-wide chain.",,"Fujian Quanzhou Nanxing Marble CO.,LTD",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=130&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=396526,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.dongxingstone.com
"Foshan,, Guangdong, China",625,,"Stone - Mosaic, Tile - Decorative, Tile - Glass, Tile - Mosaic, Tile - Swimming Pool",,Welcome to visit us! We're a mosaic factory from China.,,Foshan Hengsheng New Material Co. Ltd.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=129&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=382136,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.hengxingmosaic.com/
"Salerno,, Italy",2341,"Floor Italia ceramiche is our unique Flag. Wherever we produce our wonderful tiles, we ship everywhere in the world. Under our distinctive Italian concept, you have only one top service worldwide.","Tile - Ceramic (Glazed), Tile - Floor, Tile - Porcelain, Tile - Wall, Tile",,WELCOME AT HOME... WE LOVE TO PAVE THE ROADS OF THE WORLD,,Floor Italia Ceramiche,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=126&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381523,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.flooritaliaceramiche.it
"Lexington,, KY, United States",3741,"HDP - High Definition Porcelain
DP - Digital Porcelain
Pietra Art
VitraArt 
MetalArt

","Stone - Stone Tile, Tile, Tile - Floor, Tile - Porcelain, Tile - Wall",,"Florida Tile invites you to be our guest at booth 3741. 
",,"Florida Tile, Inc.",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=127&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378546,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.floridatile.com
"Dalton,, GA, United States",3233,,,,,,Floor Coverings Education Foundation,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=125&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381936,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,wfca.org
"Camaiore (LU),, Toscana, Italy",2214,,"Stone, Stone - Block, Stone - Marble, Stone - Statuary",,"STATUARIO, CALACATTA, CARRARA and all ITALIAN MARBLES 
",,FH STONE SOURCE s.r.l.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=123&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=382068,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,
"Mugla,, Turkey",4724,,"Stone, Stone - Onyx, Stone - Slab, Stone - Travertine, Tile - Floor, Tile - Stone, Stone - Block, Stone - Cut-to-Size, Stone - Limestone, Stone - Marble",,It's an honour to welcome you in Orlando.We wish to see you.,,Fethiye Marble,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=122&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378958,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.fethiyemermer.com
